Id,Title,Main Channel ID,Main Channel Title,HardTag1,HardTag2,HardTag3,US PScore,Dead,
UC2PA-AKmVpU6NKCGtZq_rKQ,Philosophy Tube,,,,,,,FALSE,
UCzkFu0AVOtXy-vTo028mJxw,chescaleigh,,,,,,,FALSE,
UCJ2yCFYUDiBJajga4tXRdNA,marinashutup,,,,,,,FALSE,
UCLA7mHQtzSiU2MUEmdHyXsg,TheeKatsMeoww,,,,,,,FALSE,
UCxFWzKZa74SyAqpJyVlG5Ew,Kat Blaque,,,,,,,FALSE,
UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,,,,,,,FALSE,
UCCsiAKRKcgzA_372WbXNBaw,Dr. Steve Turley,,,ManoelAltLite,,,,FALSE,
UCG1uayRlzz3ahT8ISRdyw7Q,Genetically Modified Skeptic,,,,,,,FALSE,
UCC6ue7UYt1yeS621xmTMKrQ,Rachel Oates,,,,,,,FALSE,
UCewUkuIHNuwuMNWMa96q9ZQ,Godless Cranium,,,,,,,FALSE,
UCw8rdbWx_3f0iIzL7OWYOcw,Daisy Cousens,,,,,,,FALSE,
UCxeY-wRrb65Jt37QHa5xMog,Matt Christiansen,,,AIN,ManoelIDW,,,FALSE,
UCwW_vaMPlq8J4weKDsfeJzw,Bearing,,,ManoelAltLite,,,,FALSE,
UCaEgjV59fLXgnN5BJdLsD3Q,Liberty Doll,,,ManoelAltLite,,,,FALSE,
UCDc_MCu3ZstNXmAqqT36SNA,SugarTits,,,,,,,FALSE,
UC-EREEErQQqgYNyNB4YGQnQ,Patrick,,,,,,,FALSE,
UCl9s0VpZwQuvTCyZj_VtCwg,Sinatra_Says,,,ManoelIDW,,,,FALSE,
UCVt7ujK-9TT9KByzL9g_2QQ,ShortFatOtaku,,,,,,,FALSE,
UC0aanx5rpr7D1M7KCFYzrLQ,Shoe0nHead,,,,,,,FALSE,
UCvBSa6Tzhiz7MrVI_DkwvWA,NateTalksToYou,,,ManoelAltLite,,,,FALSE,
UCGP7Obfm6Z1TFg_Pwx4ctxg,ABitOfBritt,,,,,,,FALSE,
UCLjcPQo6Tn1Iwfdr8X7S2CA,Ami Horowitz,,,,,,,FALSE,
UC1BWMtZbNLVMSFgwSukjqCw,Armoured Skeptic,,,,,,,FALSE,
UC8Su5vZCXWRag13H53zWVwA,TimeMagazine,,,Mainstream News,,,,FALSE,
UC16niRr50-MSBwiO3YDb3RA,BBC News,,,Mainstream News,TV,,1008.6719,FALSE,
UCJnS2EsPfv46u1JR8cnD0NA,NPR,,,,,,,FALSE,
UCw3SYO_euO0TSPC_m_0Pzgw,Los Angeles Times,,,Mainstream News,ManoelControl,,,FALSE,
UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,,,Mainstream News,TV,,,FALSE,
UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,,,Mainstream News,,,,FALSE,
UCfU4-ArXuSX0tpyApyklMAg,Axios,,,,,,,FALSE,
UCmgnsaQIK1IR808Ebde-ssA,Breitbart News,,,,,,,FALSE,
UCcyq283he07B7_KUX07mmtA,Business Insider,,,Mainstream News,,,,FALSE,
UC8eE25pvmhz-nAMZATep-7g,Conservative Tribune,,,,,,,FALSE,
UC7qZ_e097NBkgOljy1joVRA,The Daily Beast,,,,,,,FALSE,
UCP4BdwPKyYnfRLjSNfGAPRA,Daily Caller,,,ManoelAltLite,,,,FALSE,
UCw3fku0sH3qA3c3pZeJwdAw,Daily Mail,,,Mainstream News,,,,FALSE,
UCoUxsWakJucWg46KW5RsvPw,Financial Times,,,Mainstream News,ManoelControl,,,FALSE,
UCmh7afBz-uWwOSSNTqUBAhg,Forbes,,,Mainstream News,ManoelControl,,,FALSE,
UCP2gdh7HfjgCoi8lO50dA5w,Fortune,,,Mainstream News,,,,FALSE,
UCv1RrKT8zaa5J1ueqCmMfsw,freespeechtv,,,,,,,FALSE,
UCv002AUCZaPNwiADqwchijg,The Intercept,,,,,,,FALSE,
UCgpEN1mWQxivlZ9O6GuZbOw,Mic,,,,,,,FALSE,
UCbWB33FQvFiV0Pq9Calkgzw,Mother Jones,,,,,,,FALSE,
UCun4tg1BecN4PuxwZ6mL3NA,National Review,,,Mainstream News,,,,FALSE,
UCrvhNP_lWuPIP6QZzJmM-bw,New York Post,,,Mainstream News,ManoelControl,,,FALSE,
UCx6h-dWzJ5NpAlja1YsApdg,Newsmax TV,,,,,,,FALSE,
UCyF0994XbriKL_Vss0fTUMw,OZY,,,,,,,FALSE,
UCgyeJxD05YnoDquRMNBfBqw,PBS,,,TV,Mainstream News,,,FALSE,
UCgjtvMmHXbutALaw9XzRkAg,POLITICO,,,,,,,FALSE,
UCtCL58_DaVdVRmev3yHK7pg,ProPublica,,,,,,,FALSE,
UC9f78Z5hgtDt0n8JWyfBk8Q,Quartz,,,,,,,FALSE,
UCLjGwELoFRXojiw8T2t2BDw,Red State Update,,,,,,,FALSE,
UCTcCX_XY4l-W2ba5IxIRhsg,TPM TV,,,,,,,FALSE,
UCMk8U2Hmfdxqn3zrCq2g9oQ,The Federalist Society,,,,,,,FALSE,
UCHpw8xwDNhU9gdohEcJu4aA,The Guardian,,,Mainstream News,ManoelControl,,,FALSE,
UCDGECor7yw2AkrgAcHkcJxQ,The Nation,,,Mainstream News,,,,FALSE,
UCdn-M_vxWEK07X3t19ximDQ,Washington Free Beacon,,,,,,,FALSE,
UCgGgkVyadk0TdxmVzYcAM-Q,Hugo and Jake,,,,,,,FALSE,
UCp4oMaqaY0hIoT9jafj1g8g,1791,,,ManoelIDW,,,,FALSE,
UCQNqxS0Fu6CmzmVHSlnrShw,Nuance Bro,,,,,,,FALSE,
UC6P8LT59hNgA8bes61IA9Ow,Bill Whittle,,,,,,,FALSE,
UCRhV1rWIpm_pU19bBm_2RXw,Sean Carrol,,,,,,,FALSE,
UCmb8hO2ilV9vRa8cilis88A,Thunderf00t,,,,,,,FALSE,
UCSkzHxIcfoEr69MWBdo0ppg,Cuck Philosophy,,,,,,,FALSE,
UCyoQK-mZXr2ws4C0nXGCH1w,Zero Books,,,,,,,FALSE,
UCL0u5uz7KZ9q-pe-VC8TY-w,Candace Owens,,,AIN,,,,FALSE,
UCarEovlrD9QY-fy-Z6apIDQ,Patriot Act,,,,,,,FALSE,
UCeFlOi54kYIgbJHt_1ApDpg,The Justicar,,,,,,,FALSE,
UCBVYmXSIzHq_gXMZpsfd9kg,6oodfella,,,ManoelAltLite,,,,FALSE,
UCXIN3HIH0eon5hVYYpnoNuQ,azureScapegoat,,,,,,,FALSE,
UCkeGEMunZIoGUyP7z0pMYmQ,John Ward,,,ManoelAltLite,,,,FALSE,
UC2w1CQqPli4w94-PCg2UvJQ,The Alternative Hypothesis,,,,,,,FALSE,
UCIibK0GTXCaQCAamJAepm1g,ramzpaul,,,,,,,FALSE,
UCtoaZpBnrd0lhycxYJ4MNOQ,Hasan Piker,,,,,,,FALSE,
UCfhkaO2fOmIX05DQ72uZsig,The Asian Capitalists,,,,,,,FALSE,
UCtlfyd1Xs9CtxfBNP9_IgAw,Cult of Dusty,,,,,,,FALSE,
UCUowFWIWGw6Pv2JqfEj8njQ,Aydin Paladin,,,ManoelAltLite,,,,FALSE,
UCgr5cilTJPILaRYS7f_TkVA,Jason Unruhe,,,,,,,FALSE,
UCCvdjsJtifsZoShjcAAHZpA,TheFinnishBolshevik,,,,,,,FALSE,
UCu5O6b1IynT40gGtn787A_g,GETchan,,,,,,,FALSE,
UCFqrvac3eUlp_4MmhelAaDw,Socialist East,,,,,,,FALSE,
UC9ayqfGfRdAZmPpRfY4BEyw,Socialism Or Barbarism!,,,,,,,FALSE,
UCT7BLBDnD-wEXeqZSg24aJw,soph,,,,,,,FALSE,
UCm5CkXzGXb-A2XX0nuTctMQ,JustInformed Talk,,,ManoelAltLite,,,,FALSE,
UC_7vFlErTHxVD-IFNB-BFCg,America Uncovered,,,,,,,FALSE,
UCSio3E7kYvPeHKhfuYZWriA,prayingmedic,,,,,,,FALSE,
UCk0rJN52_9-cLGW-TeZwDGw,RedPill78,,,,,,,FALSE,
UCpwXjOAwWDuWlmA2gTjjBwg,TRUreporting,,,,,,,FALSE,
UCzFSNq-Q7QV6kBSw9zCoVXg,And We Know,,,,,,,FALSE,
UC_rHIryFaY1d9Tt46SQE8tQ,Lift the Veil,,,,,,,FALSE,
UCpwvZwUam-URkxB7g4USKpg,RussiaToday,,,,,,,FALSE,
UCPWXiRWZ29zrxPFIQT7eHSA,The Hill,,,Mainstream News,,,,FALSE,
UCz1fTbwui7o5aDZ6W1dOLTQ,Literature Devil,,,,,,,FALSE,
UCMAwi5fm2yOSEeKd_Qv0Z2Q,ThatUmbrellaGuy,,,ManoelAltRight,,,,FALSE,
UCry4eIS1_98ZxFO0geP7xJw,Matt Dillahunty,,,,,,,FALSE,
UCVRQqUgDRBevsDGOeE1DL3A,Diana Davison,,,,,,,FALSE,
UCPF2TnvBH88EKgmS-TAMM4w,Red Star Videos,,,,,,,FALSE,
UCPPZoYsfoSekIpLcz9plX1Q,Hakim,,,,,,,FALSE,
UCepkun0sH16b-mqxBN22ogA,Mexie,,,,,,,FALSE,
UC02Mk2QHR9myF3VMrVYbCAA,RE-EDUCATION,,,,,,,FALSE,
UCUtloyZ_Iu4BJekIqPLc_fQ,Angie Speaks,,,,,,,FALSE,
UC5fdssPqmmGhkhsJi4VcckA,Innuendo Studios,,,,,,,FALSE,
UCljE1ODdSF7LS9xx9eWq0GQ,potholer54,,,,,,,FALSE,
UCQlNT2xADrXblBd1Tz1Fjzg,Claudia Brown,,,,,,,FALSE,
UCQpltQMhYFvyeS5M6P0Zg-Q,Creationist Cat,,,,,,,FALSE,
UCmFJ77PwU4PD4Im3s9kiWCg,EssenceOfThought,,,,,,,FALSE,
UCVY0aIaw-V9GbWmlab4Z_dw,Libertarian Socialist Rants,,,,,,,FALSE,
UCB-5u8VgFc_TI1aAj8_SmDA,RichardDWolff,,,,,,,FALSE,
UCQb22imbIqKKWOC98C8Rm2A,TMM,,,,,,,FALSE,
UCOjLfFE0TABS9bk05oH-kgw,Eric Taxxon,,,,,,,FALSE,
UC4YM0NX86SgxJRf8y0lQ3gA,Messy Elliott,,,,,,,FALSE,
UCkZFKKK-0YB0FvwoS8P7nHg,NonCompete,,,,,,,FALSE,
UC8XjmAEDVZSCQjI150cb4QA,Knowing Better,,,,,,,FALSE,
UCw-4391y4Lm0LZz2Z6pau9Q,Thom Avella,,,,,,,FALSE,
UCrr7y8rEXb7_RiVniwvzk9w,Thought Slime,,,,,,,FALSE,
UCDULjo1v2Hivuu4h4LZSTUQ,Xexizy,,,,,,,FALSE,
UC_oi8JESlRbOQW5n7Pl07NA,Bat'ko,,,,,,,FALSE,
UCs8mbJ-M142ZskR5VR0gBig,YUGOPNIK,,,,,,,FALSE,
UC3FD64RRsrCLpiZNkq7ZkSg,anarchopac,,,,,,,FALSE,
UCdQKvqmHKe_8fv4Rwe7ag9Q,Jack Saint / LackingSaint,,,,,,,FALSE,
UC9infsKo33_2LUoiqXGgQWg,Renegade Cut,,,,,,,FALSE,
UCxTdWpLJurbGlFMWOwXWG_A,Step Back History,,,,,,,FALSE,
UCvlj0IzjSnNoduQF0l3VGng,Some More News,,,,,,,FALSE,
UCFdazs-6CNzSVv1J0a-qy4A,donoteat01,,,,,,,FALSE,
UC6Hwqnuqo1MMuJUsLNlgqmw,Faraday Speaks,,,,,,,FALSE,
UCEWrkBTDSYqJzQmp8gxQiMw,The Serfs,,,,,,,FALSE,
UC3VHfy8e1jbDnT5TG2pjP1w,MEANS TV,,,,,,,FALSE,
UCeDKIj0G5XbultKOQnacu_w,José,,,,,,,FALSE,
UCjSJq8eE73nCc9mtSMkNh6g,let's talk about stuff.,,,,,,,FALSE,
UC_OttpBEWWzSUlZbk5qmhSA,Mia Mulder,,,,,,,FALSE,
UCjs0WTUUKk8tvsbG9so6Iag,PoliDice,,,,,,,FALSE,
UCBpSlvedUI6VmwBjQLpFb0g,TruNews,,,,,,,FALSE,
UCSTy-H5lSiCcozas32sfJlQ,AltRight.com,,,ManoelAltRight,,,,FALSE,
UCyZVnp-_owuoPlzNJNtaxZQ,AmRen Podcasts,,,ManoelAltRight,,,,FALSE,
UCOtFVJUoek4TKZAaeQVhiLA,Bre Faucheux,,,ManoelAltRight,,,,FALSE,
UCGJNdaSwFeP3pLd1MhN0dRg,Darkstream,,,ManoelAltRight,,,,FALSE,
UC_NPMpK-gZVIKqvDRljgbBA,NPI / RADIX,,,ManoelAltRight,,,,FALSE,
UCN0-RRaxMgh86eOwndAklxw,The Golden One,,,ManoelAltRight,,,,FALSE,
UCutpp9X6rKErxUkv4wKBRPA,Voxiversity,,,ManoelAltRight,,,,FALSE,
UCHC60upCUfq7EAfw6oDQRDA,AustralianRealist,,,ManoelAltRight,,,,FALSE,
UCdf14z6V0MWNeVcbAz0r8wQ,Mark Collett,,,ManoelAltRight,,,,FALSE,
UC66IBH4uFkBTzEh2olFFJSg,Matthew North,,,ManoelAltRight,,,,FALSE,
UCkY8CvV8WQFe87CZGmvuYHA,No White Guilt,,,ManoelAltRight,,,,FALSE,
UC_CapP-BUzm9tSNfCbKRb9g,PeaceOnEarth123,,,ManoelAltRight,,,,FALSE,
UCkXYznmArMELRxH_36uM1lQ,WhiteRabbitRadioTV,,,ManoelAltRight,,,,FALSE,
UCyOOQJzQSNMjFJqb3gQENtg,Nightmare Fuel,,,ManoelAltRight,,,,FALSE,
UCRWRClsBI3p9gnYO8UBst2g,Laura Towler,,,ManoelAltRight,,,,FALSE,
UCLM6JlQkQ9tltBL9Bipci9g,Marie Cachet,,,ManoelAltRight,,,,FALSE,
UCJpdwEg7vrj_61e0Bfnx02w,Morrakiu,,,ManoelAltRight,,,,FALSE,
UCZtDKD0pFpPclXA7ZAti90w,NeatoBurrito Productions,,,ManoelAltRight,,,,FALSE,
UCVO8YsD87ibqRGIJ7o8sOzg,Prince of Zimbabwe,,,ManoelAltRight,,,,FALSE,
UCpbyOgUSjTSPpvVUAT2OyHw,Blonde in the Belly of the Beast,,,ManoelAltLite,,,,FALSE,
UCPGxwlhPEJE89bT4gB6rzhg,Gavin McInnes,,,ManoelAltLite,,,,FALSE,
UCsWnDtLWKEMJHKYCc9647yQ,Laura Loomer,,,ManoelAltLite,,,,FALSE,
UCrVft1rhiJqIt7USDCwQ9Mg,Nick Fuentes Clips,,,ManoelAltLite,,,,FALSE,
UCOZN0I173I_3aIDrPw0Irmw,Rebel Edge,,,ManoelAltLite,,,,FALSE,
UCplXdu0g94UynzYCmO2zOjw,AIU-Resurrection,,,ManoelAltLite,,,,FALSE,
UCij5BjgH6WjDqOzB6UZZpjA,Bull Brand,,,ManoelAltLite,,,,FALSE,
UCgkZARt0VNW7WKS5DOg8sDA,Carpe Donktum,,,ManoelAltLite,,,,FALSE,
UCbukZErY9SjdGTHabMzY7qg,Kenn Daily,,,ManoelAltLite,,,,FALSE,
UC8GAOCAJxBL4bExaUCvwL4Q,Dinesh D'Souza,,,ManoelAltLite,,,,FALSE,
UC72vWiZdUN_Y2OC2RgJ-dvA,DoctorRandomercam,,,ManoelAltLite,,,,FALSE,
UCdlMSPp9XSTcbJw422zxWCA,Leo Stratton,,,ManoelAltLite,,,,FALSE,
UCbBm6SZ235HFxwVKC7Po5IA,News2Share,,,ManoelAltLite,,,,FALSE,
UCcrgJyI1bSysVE92HPpNNiw,On The Offensive,,,ManoelAltLite,,,,FALSE,
UC6EyGxVgmTGt27_U9c_oz9g,Oppressed Media,,,ManoelAltLite,,,,FALSE,
UC7Ql1bhBYk8LVMpZfkRZJGQ,Revenge Of The Cis,,,ManoelAltLite,,,,FALSE,
UC92qENDvlCKpNCkUwJnFdkA,SJW CRINGE MACHINE,,,ManoelAltLite,,,,FALSE,
UCl3RCEtooHD5bhPCHJw3btA,Tree Of Logic,,,ManoelAltLite,,,,FALSE,
UCNohUmuAnQa29YmaxzbaksA,UNITE AMERICA FIRST,,,ManoelAltLite,,,,FALSE,
UCKzrGgxorDwLcVKeaB7euvw,Zach Hing,,,ManoelAltLite,,,,FALSE,
UCGwD6FIVFso2IJQmFGgDNKA,Proud Conservative,,,ManoelAltLite,,,,FALSE,
UCIKAZwaFnH_QX1ddYDQf-lg,thkelly67,,,ManoelAltLite,,,,FALSE,
UCzzLIhDbFYU46T4VFBz_m_g,Actual Justice Warrior,,,ManoelAltLite,,,,FALSE,
UCSkC7KNQHSSeOfRGtKgDm4A,Dangerfield,,,ManoelAltLite,,,,FALSE,
UCz-y9OLmILUM1HGCE4Ffbkw,Demirep,,,ManoelAltLite,,,,FALSE,
UCYY-xsfMg0TKz-gwQOMhcWA,Jericho Green,,,ManoelAltLite,,,,FALSE,
UCQMb7c66tJ7Si8IrWHOgAPg,Liberty Hangout,,,ManoelAltLite,,,,FALSE,
UCyznn3etx_6fSK7576JSrKg,MR. OBVIOUS,,,ManoelAltLite,,,,FALSE,
UC7KZFVVnKjiCzkxWD-Qrakg,HighImpactFlix,,,ManoelAltLite,,,,FALSE,
UC6cMYsKMx6XicFcFm7mTsmA,Sargon of Akkad Live,UC-yewGHQbNFpDrGM0diZOLA,Sargon of Akkad,ManoelAltLite,,,,FALSE,
UCIgbxKzg2BpGN_AQ6uarXDw,The Amazing Lucas,,,ManoelAltLite,,,,FALSE,
UCx_SEanFxmYdkylVM1v3RDg,TheIncredibleSaltMine,,,ManoelAltLite,,,,FALSE,
UCTrecbx23AAYdmFHDkci0aQ,Undoomed,,,ManoelAltLite,,,,FALSE,
UCnt7Iy8GlmdPwy_Tzyx93bA,Jay Dyer,,,ManoelAltLite,,,,FALSE,
UCWOkEnBl5TO4SCLfSlosjgg,Pat Condell,,,ManoelAltLite,,,,FALSE,
UC8KbWhBEWVlEdkHmETx8MlA,Trigger Happy Media,,,ManoelIDW,,,,FALSE,
UCodkb-qBktJI5NrUsPYpf7g,Jordan B Peterson Clips,,,ManoelIDW,,,,FALSE,
UCTjxmzChimJa3X_rAgLAnxg,Lindsay Shepherd,,,ManoelIDW,,,,FALSE,
UCM6z9wqPxdRHjAC_Pjdp5yQ,Ayn Rand Institute,,,ManoelIDW,,,,FALSE,
UCiTnIVJLN3wBHM9EQx4kW8g,Ben Shapiro Thug Life,,,ManoelIDW,,,,FALSE,
UCzGwq0bZp0echSzCx0rjTFg,Clash of Ideas,,,ManoelIDW,,,,FALSE,
UCmA54XhpFJWyw_Bsj1jYsMw,Conversations with Bill Kristol,,,ManoelIDW,,,,FALSE,
UCRa_kxWOnJsSSb7S0ijguBw,Crysta,,,ManoelIDW,,,,FALSE,
UC-uP8fChoXf3FTHyttRRkUw,Desi-Rae Thinking,,,ManoelIDW,,,,FALSE,
UCFkDAsyfvgxqNyue4F4HHww,Essential Truth,,,ManoelIDW,,,,FALSE,
UCJY11HEYjxGgXr9O24JzmHg,Freedom Speaks,,,ManoelIDW,,,,FALSE,
UCvqtzdcURSqNjY9RQEK4XmQ,Glenn Beck,,,ManoelIDW,,,,FALSE,
UCskcws9RtJPRM02UVe43BQA,Gravitahn,,,ManoelIDW,,,,FALSE,
UC-c75h4LnBiLziZw0nzDm9w,Informative,,,ManoelIDW,,,,FALSE,
UCFh3dBRQToGvu8bjr-CdV4Q,Jordan Peterson Fan Channel,,,ManoelIDW,,,,FALSE,
UCFIwb4_NANvMLCbdqcOD6Vw,Liberty us,,,ManoelIDW,,,,FALSE,
UCzk08fzh5c_BhjQa1w35wtA,Mike Nayna,,,ManoelIDW,,,,FALSE,
UC26rydyZRPAr51aJ2k9QHTQ,Voice Liberty,,,ManoelIDW,,,,FALSE,
UCZViJTyN0OXTTuPQ2mimNWw,PhilosophyInsights,,,ManoelIDW,,,,FALSE,
UCtbEiMMo4xyU1hWa3Y5MsAw,Pragmatic Entertainment,,,ManoelIDW,,,,FALSE,
UCPvPtUY5MOoaQqg3i7xeEIw,Savage Facts,,,ManoelIDW,,,,FALSE,
UCTfTzFsutLOxGtmr5tqeKgA,Daily Truth,,,ManoelIDW,,,,FALSE,
UCioON-JvOyXE-aZ2-UCBqDw,The Free Speech Club,,,ManoelIDW,,,,FALSE,
UCt4byS0vUsmAB_hX4NHNUkA,TheArchangel911,,,ManoelIDW,,,,FALSE,
UCPLjGLElB8hKpUkiZ1mnxeg,Atlas Society,,,ManoelIDW,,,,FALSE,
UC4GzVIbK8bria6AOy43hY4Q,WisdomTalks,,,ManoelIDW,,,,FALSE,
UCliHpHuY_aIZ7pGWO9tUx_w,ZeroFox Given,,,ManoelIDW,,,,FALSE,
UCVOpH1nJioh1d7UgTnZ98kg,The Progressive Voice,,,ManoelIDW,,,,FALSE,
UCabMx-URCjr2toe9wOE3Y-Q,Yaron Brook,,,ManoelIDW,,,,FALSE,
UCb062gdTsC6FPvnzCPVvsTw,Agatan Foundation,,,ManoelIDW,,,,FALSE,
UCo9QgwWCNEhDxL1gH-jxa8Q,Bite-sized Philosophy,,,ManoelIDW,,,,FALSE,
UCx3s3t5kpD4VMfJjDi5keXw,CoolHardLogic,,,ManoelIDW,,,,FALSE,
UCNdW82WWvjQEF5tUWVXvdKg,Dose of Truth,,,ManoelIDW,,,,FALSE,
UCavk8KLWg5sWuDGrNIiqZ4A,DronetekPolitics,,,ManoelIDW,,,,FALSE,
UCtD9a-aXIYS6-e-8s7DISiw,HowTheWorldWorks,,,ManoelIDW,,,,FALSE,
UCyhEZKz-LOwgktptEOh6_Iw,The Andrew Klavan Show,,,ManoelIDW,,,,FALSE,
UCzp8QlVd_hDLfK1LMLDu3dQ,The Heartland Institute,,,ManoelIDW,,,,FALSE,
UC1rnp-CySclyhxyjA4f14WQ,X22Report Spotlight,,,,,,,FALSE,
UCm5RmlRF3J7nz8QSg3RJ2yw,Conservative Citizen,,,,,,,FALSE,
UCutRlmq490ka5F2zMejTC4Q,Coop's Channel,,,,,,,FALSE,
UCA_EUxErCYiD4SZXRfaZnIg,Rose of Dawn,,,,,,,FALSE,
UCEXR8pRTkE2vFeJePNe9UcQ,The Grayzone,,,,,,,FALSE,
UCNiXhsI4QtmQaeICpT-k7BQ,Moderate Rebels,,,,,,,FALSE,
UCFvub3YrEUoXl8aPHZBbHqw,The Jim Jefferies Show,,,,,,,FALSE,
UCkhakammPmSa4EvMPhEVN-g,A Voice For Men,,,,,,,FALSE,
UCe4N2GAyLMCt1LPMvIAuoVQ,Gutian,,,,,,,FALSE,
UCokqzNPBJ65raczldVuHAww,Chapo Trap House,,,,,,,FALSE,
UClSZ6wHgU2h1W7eAGaa7cUw,America From Scratch,UCgyeJxD05YnoDquRMNBfBqw,PBS,Mainstream News,,,,FALSE,
UCcStOVD6xZ54ky6hcZZcqig,Mad Blender,,,,,,,FALSE,
UCK-GxvzttTnNhq3JPYpXhqg,Sarah Z,,,,,,,FALSE,
UCFJxE0l3cVYU4kHzi4qVEkw,Rebecca Watson,,,,,,,FALSE,
UCsu6NM_ARGWzDwL1C9xEhqA,ToolTime,,,,,,,FALSE,
UCoJTOwZxbvq8Al8Qat2zgTA,Kim Iversen,,,,,,,FALSE,
UC-oGhTTXFHBydqyG-ENiwTw,Barbara4u2c,,,,,,,FALSE,
UCriIuQZpMi6gEt_2P7xKCww,Andrew Yang for President 2020,,,Politician,,,,FALSE,
UC0Xf9eE1faywn_NK7VEgoXw,NowThis Her,UCgRvm1yLFoaQKhmaTqXk9SA,NowThis,,,,,FALSE,
UCaLn4FMU_Fp-LBcdbYgYWow,M. Tracey,,,,,,,FALSE,
UCoCuOwpNQ39uaEU76cy_0qg,Kronos,,,,,,,FALSE,
UCM6EbmEFrTbrQ_31bUx5h3w,Corbett Report Extra,UC7TvL4GlQyMBLlUsTrN_C4Q,corbettreport,,,,,FALSE,
UCCZVmatSqIMTTB8uExk8xEg,London Real,,,,,,,FALSE,
UC9SL3BtH21c8EGeZnw0WTXw,FaceLikeTheSun,,,,,,,FALSE,
UCAyrKoW31y5UcsRjh2ItvxQ,In Pursuit of Truth,,,,,,,FALSE,
UCA071Pllf2wk-B8Rkwt47bQ,Anonymous Official,,,,,,,FALSE,
UC39wDqrRwtgVtWUPZmbJ0hw,Wild Smile,,,,,,,FALSE,
UCDPujMbho9Nq-iB7aTJsMUQ,Toad McKinnley,,,,,,,FALSE,
UCqYf0XacrXizu9KI1kgqq3g,The Patriot Nurse,,,,,,,FALSE,
UCw14RqKlnGoxHPHmqO9LxEQ,DECLASSIFIED - The Epoch Times,,,,,,,FALSE,
UCmWhuFRkZKu0g-e1xrlakVA,American Thought Leaders - The Epoch Times,UCmWhuFRkZKu0g-e1xrlakVA,American Thought Leaders - The Epoch Times,,,,,FALSE,
UCeLc4heXqG9dtL7jiPHMBfQ,Epoch News The Epoch Times,UCmWhuFRkZKu0g-e1xrlakVA,American Thought Leaders - The Epoch Times,,,,,FALSE,
UCZmkvHLQu76lYbW1w9FoGzQ,Larry Elder Show - The Epoch Times,UCmWhuFRkZKu0g-e1xrlakVA,American Thought Leaders - The Epoch Times,,,,,FALSE,
UCtYKe7-XbaDjpUwcU5x0bLg,neo,,,,,,,FALSE,
UCjqVanJab9rt5BBBK0iEfyw,Murdoch Murdoch,,,,,,,FALSE,
UCWQdudc_cnIaRG1PmD1Ymbg,Cato's Speech,,,,,,,FALSE,
UCRXnOs1rjfLMYrtZ-0n29NA,FreedomToons,,,,,,,FALSE,
UCvaHgYcWAAcn5D54w4Dqezg,Black Pilled,,,,,,,FALSE,
UCU_W0oE_ock8bWKjALiGs8Q,Charisma on Command,,,,,,,FALSE,
UC0-Q-6GiLDLrAIkTqNrNr-Q,The Dick Show,,,,,,648.21283,FALSE,
UC_c1gdsojLxBGkgzS0NsvUw,Maddox,,,,,,,FALSE,
UC0n9pcWWhf8BzJ9zFakcA0g,Zarathustra's Serpent,,,,,,,FALSE,
UCrlzSqLSGj8GIOeT5jrQsJA,Comics MATTER w/Ya Boi Zack,,,,,,,FALSE,
UCNHAsCPp3tfbV3O3t7RxYMA,Property and Freedom Society,,,,,,,FALSE,
UCqObSfoC2hZh0SmQFMHLdJw,"David Wilcock, Divine Cosmos",,,,,,,FALSE,
UCxC2RlwWGHnwXanvHNBmw2w,Edge of Wonder,,,,,,,FALSE,
UCFVqzO9_qHVckKqNC95o9tw,Gaia,,,,,,,FALSE,
UClC1XBsPtjKMry-3iDLr2Zg,Ocean Keltoi,,,,,,,FALSE,
UC1vVNQN-TCy8d3Mb_Owr2Kw,Masaman,,,,,,,FALSE,
UCXNNG0ej_6rU9SxCZ4dyq6w,An Ear for Men,,,,,,,FALSE,
UCcmnLu5cGUGeLy744WS-fsg,karen straughan,,,,,,,FALSE,
UClzNJ7y2Q6wY0tEOzE6EM9Q,Vernaculis,,,,,,,FALSE,
UCo1qRcO1OehgkOD_fHsu_uQ,Thinking-Ape / Stardusk,,,,,,,FALSE,
UCzOnXvfwc32YEiwTe_8Nf-g,RockingMrE,,,,,,,FALSE,
UCs2ALByxoNZU4Vj-uTAP-YQ,Harmful Opinions,,,,,,,FALSE,
UCLGRZ0xSaBMIUmtn8wkPP3w,Brittany Venti,,,,,,,FALSE,
UCBgQzXEjfeAlb8GtvuIsLQA,Wizard of Cause,,,,,,,FALSE,
UCn1bhOC69Z4TplynafVv7ng,chrisiousity,,,,,,,FALSE,
UCzfpxqhwcLjPgPKQKqtiLPg,AVALLONEextra,UCDgchsbJnrX604K-xWsd-fQ,Hunter Avallone,,,,,FALSE,
UCitU2-w3XE8ujvUZjcAnhIg,Akkad Daily,UC-yewGHQbNFpDrGM0diZOLA,Sargon of Akkad,,,,,FALSE,
UC6x4zJADfr5Z4w-bf8lbrcg,Anything Goes,UCittVh8imKanO_5KohzDbpg,Paul Joseph Watson,,,,,FALSE,
UCh_0ePvLZymjkivjMdjAsyA,News 4 a Change,,,,,,,FALSE,
